Pokedex	Pokemon	Type	Rarity	HoloFoil	Rarity Extra	Set No.	Artist	Damaged	Price	Date
374	Beldum	P				1/12	Kouki Saitou			7/20/2019
325	Spoink	P				7/12	Kagemaru Himeno			
