Pokedex	Pokemon	Type	Rarity	HoloFoil	Rarity Extra	Set No.	Artist	Damaged	Price	Date
81	Magnemite	El				4/10	Tomokazu Komiya	Used		8/20/2019
263	Zigzagoon	N				7/10	Atsuko Nishida	Used		8/20/2019
