Pokedex	Pokemon	Type	Rarity	HoloFoil	Rarity Extra	Set No.	Artist	Damaged	Price	Date
509	Purrloin	D				1/30	Kagemaru Himeno			
505	Watchog	N				2/30	match			
T	PlusPower	I				11/30	5ban Graphics			
570	Zorua	D				13/30	Kouki Saitou			
571	Zoroark	D				17/30	Shin Nagasawa			
572	Minccino	N				19/30	sui			8/17/2019
